tgl,ot,lat,lon,depth,mag,remark
2023-01-23,01:30:42.563,-9.22,118.44,58,2.4,Sumbawa Region - Indonesia
2023-01-23,01:10:02.821,-7.92,117.41,12,2.7,Bali Sea
2023-01-23,00:07:29.711,-0.24,122.97,42,2.6,Minahassa Peninsula - Sulawesi
2023-01-23,00:05:49.791,3.12,127.08,25,3.9,Talaud Islands - Indonesia
2023-01-24,23:59:42.823,0.21,127.27,123,3.6,Halmahera - Indonesia
2023-01-24,22:51:17.602,-2.92,127.83,14,2.6,Ceram Sea
2023-01-24,22:24:00.982,-7.23,129.33,175,4.3,Banda Sea
2023-01-24,22:17:34.014,-0.99,126.94,10,2.5,Southern Molucca Sea
2023-01-24,22:15:30.629,-1.12,126.99,10,2.5,Southern Molucca Sea
2023-01-24,21:23:48.488,3.17,127.19,10,4.0,Talaud Islands - Indonesia
2023-01-24,20:18:02.634,3.07,127.04,63,4.9,Talaud Islands - Indonesia
2023-01-24,20:18:02.634,3.07,127.04,63,4.9,Talaud Islands - Indonesia
2023-01-24,20:12:55.740,3.05,127.23,10,4.0,Talaud Islands - Indonesia
2023-01-24,19:25:40.382,3.27,127.15,54,4.2,Talaud Islands - Indonesia
2023-01-24,19:07:02.105,-0.9,127.8,12,3.3,Halmahera - Indonesia
2023-01-24,18:31:41.667,2.82,127.17,10,3.8,Northern Molucca Sea
2023-01-24,18:24:10.833,1.33,117.99,10,3.8,Borneo
2023-01-24,18:09:31.706,3.16,127.11,10,3.7,Talaud Islands - Indonesia
2023-01-24,18:09:10.201,-5.42,106.66,281,3.4,Java - Indonesia
2023-01-24,18:07:33.326,-0.06,123.11,132,2.4,Minahassa Peninsula - Sulawesi
2023-01-24,18:06:45.432,-8.49,118.11,129,2.0,Sumbawa Region - Indonesia
2023-01-24,18:02:53.993,3.01,127.23,10,3.4,Talaud Islands - Indonesia
2023-01-24,17:54:40.238,2.91,127.23,10,3.4,Northern Molucca Sea
2023-01-24,17:09:52.465,2.98,127.13,64,3.9,Northern Molucca Sea
2023-01-24,16:35:46.940,3.11,127.34,10,3.5,Talaud Islands - Indonesia
2023-01-24,16:10:22.892,3.5,128.52,51,5.2,North of Halmahera - Indonesia
2023-01-24,16:10:22.892,3.5,128.52,51,5.2,North of Halmahera - Indonesia
2023-01-24,15:21:03.010,3.14,127.2,10,4.1,Talaud Islands - Indonesia
2023-01-24,13:44:22.256,-9.14,123.74,36,3.8,Timor Region
2023-01-24,13:14:16.074,0.35,123.56,245,4.5,Minahassa Peninsula - Sulawesi
2023-01-24,13:11:21.986,3.16,127.05,10,4.9,Talaud Islands - Indonesia
2023-01-24,13:07:01.755,-7.69,127.99,148,4.3,Banda Sea
2023-01-24,13:06:33.863,2.96,127.16,10,4.0,Northern Molucca Sea
2023-01-24,12:37:41.444,-2.2,140.35,10,4.0,Near North Coast of Irian Jaya
2023-01-24,12:36:12.569,2.95,127.28,10,3.6,Northern Molucca Sea
2023-01-24,12:13:34.528,2.48,128.26,167,3.0,Halmahera - Indonesia
2023-01-24,12:06:35.698,2.77,127.13,10,4.2,Northern Molucca Sea
2023-01-24,11:47:38.014,0.98,121.6,10,3.1,Minahassa Peninsula - Sulawesi
2023-01-24,11:08:10.474,2.78,127.07,10,4.1,Northern Molucca Sea
2023-01-24,10:17:27.642,2.86,127.24,10,4.2,Northern Molucca Sea
2023-01-24,09:47:53.663,-2.75,129.49,16,3.3,Seram - Indonesia
2023-01-24,08:48:56.967,3.01,127.21,10,3.8,Talaud Islands - Indonesia
2023-01-24,07:56:44.617,-10.03,119.29,13,2.9,Sumba Region - Indonesia
2023-01-24,07:40:53.117,-8.4,118.27,23,2.5,Sumbawa Region - Indonesia
2023-01-24,05:35:45.916,-6.8,107.08,10,2.4,Java - Indonesia
2023-01-24,05:35:04.522,3.0,127.17,10,4.0,Talaud Islands - Indonesia
2023-01-24,05:14:08.709,2.94,127.11,10,3.9,Northern Molucca Sea
2023-01-24,05:04:37.511,3.03,127.19,10,4.3,Talaud Islands - Indonesia
2023-01-24,05:02:20.725,-9.89,118.86,10,3.5,Sumbawa Region - Indonesia
2023-01-24,04:48:20.009,2.95,127.14,10,3.8,Northern Molucca Sea
2023-01-24,04:31:17.802,-8.87,116.88,10,2.4,Sumbawa Region - Indonesia
2023-01-24,04:26:20.087,-8.19,123.94,187,2.7,Flores Region - Indonesia
2023-01-24,04:21:04.690,3.08,127.17,10,4.0,Talaud Islands - Indonesia
2023-01-24,04:13:59.274,2.83,127.12,10,4.1,Northern Molucca Sea
2023-01-24,04:02:54.732,2.83,127.12,10,4.7,Northern Molucca Sea
2023-01-24,03:59:49.841,2.82,127.24,10,3.4,Northern Molucca Sea
2023-01-24,03:50:55.151,2.92,127.1,10,4.2,Northern Molucca Sea
2023-01-24,03:38:38.211,2.83,127.16,10,4.2,Northern Molucca Sea
2023-01-24,03:36:41.419,-8.61,118.87,92,2.2,Sumbawa Region - Indonesia
2023-01-24,03:36:14.392,2.45,126.8,36,3.7,Northern Molucca Sea
2023-01-24,03:22:16.165,2.86,127.14,10,3.9,Northern Molucca Sea
2023-01-24,03:16:48.877,3.18,127.23,10,3.9,Talaud Islands - Indonesia
2023-01-24,02:53:31.834,2.88,127.05,10,4.3,Northern Molucca Sea
2023-01-24,02:50:42.784,3.8,127.61,10,4.2,Talaud Islands - Indonesia
2023-01-24,02:37:05.799,2.94,127.13,10,4.4,Northern Molucca Sea
2023-01-24,02:30:06.998,2.8,127.05,10,5.1,Northern Molucca Sea
2023-01-24,02:30:06.998,2.8,127.05,10,5.1,Northern Molucca Sea
2023-01-24,02:25:21.451,3.06,127.18,10,4.5,Talaud Islands - Indonesia
2023-01-24,02:13:19.875,2.84,127.04,52,5.9,Northern Molucca Sea
2023-01-24,02:13:19.875,2.84,127.04,52,5.9,Northern Molucca Sea
2023-01-24,01:10:25.606,2.81,127.03,10,5.0,Northern Molucca Sea
2023-01-24,01:10:25.606,2.81,127.03,10,5.0,Northern Molucca Sea
2023-01-25,21:13:29.283,-2.18,140.22,10,3.4,Near North Coast of Irian Jaya
2023-01-25,19:31:08.164,2.76,127.17,11,4.3,Northern Molucca Sea
2023-01-25,19:10:59.342,-10.76,111.74,23,4.6,South of Java - Indonesia
2023-01-25,19:10:59.342,-10.76,111.74,23,4.6,South of Java - Indonesia
2023-01-25,18:03:02.891,3.12,127.23,10,3.9,Talaud Islands - Indonesia
2023-01-25,17:58:05.278,-3.51,141.46,17,3.4,New Guinea - Papua New Guinea
2023-01-25,16:48:07.471,3.34,127.17,15,4.1,Talaud Islands - Indonesia
2023-01-25,16:30:42.914,-8.23,117.97,10,3.0,Sumbawa Region - Indonesia
2023-01-25,16:26:34.675,0.09,125.62,13,3.3,Northern Molucca Sea
2023-01-25,15:50:53.462,3.09,127.21,10,4.4,Talaud Islands - Indonesia
2023-01-25,15:30:32.933,0.98,125.64,11,4.2,Northern Molucca Sea
2023-01-25,15:14:58.806,0.18,122.58,144,3.5,Minahassa Peninsula - Sulawesi
2023-01-25,15:09:56.548,0.98,120.62,16,3.7,Minahassa Peninsula - Sulawesi
2023-01-25,14:00:42.209,-10.14,123.92,10,3.3,Timor Region
2023-01-25,10:55:18.241,1.9,99.06,10,2.8,Northern Sumatra - Indonesia
2023-01-25,10:46:39.453,-9.28,113.47,10,3.2,South of Java - Indonesia
2023-01-25,09:20:50.776,-0.22,122.92,65,3.3,Minahassa Peninsula - Sulawesi
2023-01-25,08:17:54.675,-10.63,113.45,10,4.1,South of Java - Indonesia
2023-01-25,07:43:21.893,-0.64,120.91,10,2.9,Minahassa Peninsula - Sulawesi
2023-01-25,07:27:31.493,-3.5,127.17,40,3.7,Seram - Indonesia
2023-01-25,06:57:39.823,4.4,125.9,134,4.3,Talaud Islands - Indonesia
2023-01-25,06:49:33.303,3.0,127.13,10,3.8,Northern Molucca Sea
2023-01-25,06:39:55.781,-8.29,122.51,203,3.8,Flores Region - Indonesia
2023-01-25,06:21:10.034,-6.96,105.86,10,2.9,Sunda Strait - Indonesia
2023-01-25,02:52:25.421,-0.13,123.27,140,3.7,Minahassa Peninsula - Sulawesi
2023-01-25,00:57:42.943,-2.83,122.48,10,4.0,Sulawesi - Indonesia
2023-01-25,00:44:52.577,3.36,127.21,10,4.0,Talaud Islands - Indonesia
2023-01-25,00:17:22.706,-0.96,127.81,10,2.9,Halmahera - Indonesia
2023-01-26,23:58:35.638,0.88,123.72,126,2.8,Minahassa Peninsula - Sulawesi
2023-01-26,22:30:23.423,3.06,127.24,10,3.8,Talaud Islands - Indonesia
2023-01-26,22:20:32.508,2.67,127.13,10,3.5,Northern Molucca Sea
2023-01-26,22:11:48.559,3.16,127.17,10,3.8,Talaud Islands - Indonesia
2023-01-26,22:00:30.956,1.92,127.04,20,3.4,Halmahera - Indonesia
2023-01-26,21:54:20.115,-3.52,140.65,117,2.8,Irian Jaya - Indonesia
2023-01-26,21:42:29.917,2.7,126.06,32,3.3,Northern Molucca Sea
2023-01-26,21:22:54.777,3.21,127.21,10,4.1,Talaud Islands - Indonesia
2023-01-26,21:22:01.004,-2.24,140.28,10,2.9,Near North Coast of Irian Jaya
2023-01-26,21:12:19.426,3.0,127.14,10,3.4,Talaud Islands - Indonesia
2023-01-26,17:25:59.536,3.01,127.17,32,4.1,Talaud Islands - Indonesia
2023-01-26,16:26:06.337,3.29,127.19,10,3.8,Talaud Islands - Indonesia
2023-01-26,15:53:31.704,2.61,127.15,19,3.6,Northern Molucca Sea
2023-01-26,15:47:24.005,2.93,127.19,10,3.9,Northern Molucca Sea
2023-01-26,14:27:41.556,-6.47,105.19,10,3.2,Sunda Strait - Indonesia
2023-01-26,14:24:23.400,-0.86,120.39,10,2.8,Minahassa Peninsula - Sulawesi
2023-01-26,13:21:09.574,-2.97,128.01,11,3.4,Ceram Sea
2023-01-26,13:11:31.091,2.99,127.12,10,4.2,Northern Molucca Sea
2023-01-26,12:56:33.157,-7.98,110.47,10,3.0,Java - Indonesia
2023-01-26,12:28:05.662,3.06,127.2,10,3.8,Talaud Islands - Indonesia
2023-01-26,12:20:12.022,2.19,97.83,23,4.3,Northern Sumatra - Indonesia
2023-01-26,12:13:39.697,-8.31,117.55,195,3.7,Sumbawa Region - Indonesia
2023-01-26,11:47:23.179,-8.99,123.92,71,3.0,Flores Region - Indonesia
2023-01-26,08:57:30.648,2.95,127.15,10,4.2,Northern Molucca Sea
2023-01-26,08:54:34.072,-5.97,130.2,88,4.0,Banda Sea
2023-01-26,08:47:41.155,2.73,127.11,10,4.0,Northern Molucca Sea
2023-01-26,08:42:35.277,3.61,125.91,183,4.2,Talaud Islands - Indonesia
2023-01-26,08:15:35.234,-4.94,130.01,215,3.1,Banda Sea
2023-01-26,08:08:57.552,-0.65,121.77,10,2.6,Minahassa Peninsula - Sulawesi
2023-01-26,08:00:12.749,-8.79,118.87,10,2.3,Sumbawa Region - Indonesia
2023-01-26,07:49:51.209,0.27,121.79,198,3.0,Minahassa Peninsula - Sulawesi
2023-01-26,07:05:16.781,-8.68,130.3,10,4.2,Tanimbar Islands Reg. - Indonesia
2023-01-26,06:35:39.047,-9.05,116.53,19,2.7,Sumbawa Region - Indonesia
2023-01-26,06:33:44.219,2.93,127.03,10,4.8,Northern Molucca Sea
2023-01-26,06:33:44.219,2.93,127.03,10,4.8,Northern Molucca Sea
2023-01-26,06:13:16.827,2.79,127.2,67,3.6,Northern Molucca Sea
2023-01-26,06:11:28.751,-0.58,131.7,21,2.5,Irian Jaya Region - Indonesia
2023-01-26,05:33:54.491,2.6,126.88,10,3.9,Northern Molucca Sea
2023-01-26,05:00:06.899,0.07,123.42,60,2.5,Minahassa Peninsula - Sulawesi
2023-01-26,04:56:26.743,-8.04,118.89,97,3.0,Sumbawa Region - Indonesia
2023-01-26,04:36:19.594,-4.32,129.05,10,4.0,Banda Sea
2023-01-26,04:23:50.693,3.09,127.08,10,5.7,Talaud Islands - Indonesia
2023-01-26,04:23:50.693,3.09,127.08,10,5.7,Talaud Islands - Indonesia
2023-01-26,04:14:53.346,-0.78,120.96,10,2.7,Minahassa Peninsula - Sulawesi
2023-01-26,03:46:10.433,-8.24,119.96,169,3.4,Flores Region - Indonesia
2023-01-26,03:33:28.683,-7.23,110.2,240,3.8,Java - Indonesia
2023-01-26,03:10:22.966,0.45,122.67,62,2.4,Minahassa Peninsula - Sulawesi
2023-01-26,02:52:41.774,-3.52,129.07,10,2.5,Seram - Indonesia
2023-01-26,02:51:48.784,2.3,126.88,10,3.7,Northern Molucca Sea
2023-01-26,02:45:01.461,-2.38,140.77,10,3.1,Near North Coast of Irian Jaya
2023-01-26,02:41:07.016,-2.43,140.7,10,2.5,Near North Coast of Irian Jaya
2023-01-26,02:25:09.288,3.24,127.18,10,4.0,Talaud Islands - Indonesia
2023-01-26,02:15:03.893,2.7,127.1,10,3.9,Northern Molucca Sea
2023-01-26,01:57:08.885,-7.83,121.07,10,3.8,Flores Sea
2023-01-26,01:46:21.009,3.0,127.16,10,4.1,Northern Molucca Sea
2023-01-26,00:00:35.181,-8.87,118.95,10,2.4,Sumbawa Region - Indonesia
